age,annual_income,credit_score,employment_type,loan_amount,monthly_existing_emis,loan_purpose,loan_tenure_months,years_in_current_job,total_work_experience,existing_loan_count,residential_status,number_of_dependents,city_tier,education_level,marital_status,bank_account_vintage_months,risk_score,approval_status,dti_ratio,loan_to_income_ratio
26,2873508,499,Salaried,8223683,72467,Business,180,0.5,0.5,2,Rented,2,Tier-1,High-School,Widowed,179,27.4,REJECTED,68.23,2.86
34,2197080,598,Salaried,4786222,0,Personal,36,1.6,9.5,0,Owned,2,Metro,Professional,Widowed,235,34.2,REJECTED,84.97,2.18
38,1437822,549,Salaried,4126761,19224,Education,84,5.1,5.1,2,Owned,2,Tier-2,High-School,Married,224,42.62,MANUAL_REVIEW,74.12,2.87
37,691515,737,Government,2658651,0,Business,180,6.0,6.0,0,Owned,1,Tier-1,Graduate,Married,187,63.9,MANUAL_REVIEW,51.0,3.84
43,889220,753,Salaried,1144089,15101,Personal,24,6.9,7.7,1,Rented,1,Metro,Graduate,Single,43,69.64,MANUAL_REVIEW,91.98,1.29
35,1408269,824,Self-Employed,6191540,29677,Home,180,4.5,5.0,1,Rented,1,Metro,Professional,Married,124,65.4,MANUAL_REVIEW,83.61,4.4
49,3131768,755,Salaried,2657514,0,Medical,48,0.7,12.1,0,Rented,2,Tier-2,Professional,Divorced,119,83.32,APPROVED,26.07,0.85
32,934250,636,Salaried,8075512,11460,Home,360,0.2,0.2,1,Rented,3,Tier-2,High-School,Widowed,142,28.84,REJECTED,109.6,8.64
62,3774450,685,Salaried,10000000,33414,Home,240,5.1,34.7,2,Rented,2,Metro,Graduate,Married,67,70.2,MANUAL_REVIEW,42.36,2.65
41,663922,649,Salaried,3220515,0,Home,240,3.9,17.6,0,Rented,2,Tier-1,Graduate,Married,119,49.0,MANUAL_REVIEW,58.11,4.85
26,1180758,636,Government,5342361,19494,Home,240,0.2,0.2,2,Rented,0,Metro,Post-Graduate,Single,63,38.64,REJECTED,74.02,4.52
24,900935,548,Salaried,2159540,0,Personal,12,2.3,2.3,0,Owned,1,Tier-3,Post-Graduate,Single,194,33.46,REJECTED,253.55,2.4
39,493727,726,Self-Employed,608583,14289,Personal,12,1.3,1.3,1,Rented,3,Tier-1,Graduate,Married,86,52.86,MANUAL_REVIEW,165.11,1.23
32,738598,633,Salaried,936085,6438,Education,60,5.7,8.9,3,Owned,1,Tier-3,Graduate,Single,126,59.78,MANUAL_REVIEW,43.15,1.27
42,1360468,827,Government,7645255,0,Home,240,11.4,12.9,0,Company-Provided,3,Tier-3,High-School,Married,236,69.38,MANUAL_REVIEW,67.33,5.62
39,1532508,781,Salaried,7870439,16963,Home,180,0.5,5.5,1,Company-Provided,1,Tier-1,Post-Graduate,Married,27,56.4,MANUAL_REVIEW,81.41,5.14
34,3637512,597,Government,6311737,103686,Personal,48,8.0,8.0,1,Rented,2,Tier-2,Graduate,Divorced,147,44.3,MANUAL_REVIEW,87.52,1.74
26,708422,705,Salaried,1759021,11320,Personal,48,2.5,2.5,1,Owned,4,Tier-1,Post-Graduate,Widowed,209,56.4,MANUAL_REVIEW,95.46,2.48
21,2399707,762,Self-Employed,2962743,0,Education,84,0.0,0.0,0,Rented,2,Tier-3,Graduate,Single,214,80.2,APPROVED,24.98,1.23
30,694870,764,Government,2268023,22088,Home,300,4.3,4.3,2,Family-Owned,1,Tier-2,Post-Graduate,Single,146,73.66,APPROVED,75.13,3.26
43,3482840,799,Self-Employed,10000000,62131,Home,360,4.0,17.0,1,Owned,1,Tier-1,High-School,Single,47,76.6,APPROVED,52.92,2.87
37,3567906,798,Salaried,10000000,100796,Home,180,0.7,0.7,1,Rented,0,Tier-2,Post-Graduate,Married,31,65.84,MANUAL_REVIEW,71.08,2.8
22,1317129,643,Salaried,5510237,19497,Home,300,0.3,0.3,2,Owned,0,Metro,Post-Graduate,Married,95,37.46,REJECTED,65.16,4.18
36,369912,588,Freelancer,2768587,3654,Business,180,1.4,8.4,3,Family-Owned,2,Tier-1,Graduate,Married,182,16.38,REJECTED,111.13,7.48
38,1105167,784,Government,3819389,33566,Education,84,5.8,10.0,1,Family-Owned,3,Tier-2,High-School,Divorced,38,72.9,APPROVED,106.37,3.46
26,1496629,661,Self-Employed,9268557,47167,Home,300,0.8,0.8,2,Rented,3,Metro,Graduate,Married,28,36.76,REJECTED,107.99,6.19
36,926627,806,Government,2289241,24125,Personal,60,1.1,1.1,4,Rented,0,Tier-1,Post-Graduate,Married,53,62.82,MANUAL_REVIEW,94.96,2.47
35,885057,805,Salaried,1760831,0,Personal,48,0.3,0.3,0,Rented,4,Tier-2,Graduate,Married,156,59.36,MANUAL_REVIEW,61.13,1.99
23,1078661,840,Self-Employed,3003831,29754,Education,60,0.8,0.8,1,Rented,2,Tier-3,Graduate,Divorced,32,61.46,MANUAL_REVIEW,104.93,2.78
38,1225511,659,Self-Employed,8658728,0,Home,240,2.1,5.6,0,Rented,0,Tier-3,Professional,Single,212,42.42,MANUAL_REVIEW,84.65,7.07
40,770348,759,Salaried,4356920,6556,Business,60,2.2,10.8,2,Rented,0,Tier-3,Post-Graduate,Single,19,55.36,MANUAL_REVIEW,156.09,5.66
45,1150600,637,Salaried,1182362,0,Personal,60,7.0,10.8,0,Company-Provided,2,Tier-1,Post-Graduate,Single,112,64.26,MANUAL_REVIEW,26.5,1.03
45,3578549,850,Salaried,10000000,97261,Education,60,6.7,9.5,1,Family-Owned,1,Tier-3,Post-Graduate,Married,8,73.7,APPROVED,104.69,2.79
21,1479577,748,Self-Employed,4745678,29796,Education,84,0.0,0.0,2,Rented,1,Tier-2,Graduate,Married,161,50.7,MANUAL_REVIEW,89.06,3.21
25,1631040,664,Government,8440733,32054,Home,300,2.5,2.5,2,Company-Provided,0,Tier-1,Post-Graduate,Single,96,49.1,MANUAL_REVIEW,82.22,5.18
40,2656363,748,Self-Employed,10000000,58001,Business,180,1.1,12.3,1,Rented,2,Metro,Graduate,Married,132,49.06,MANUAL_REVIEW,76.14,3.76
40,694755,751,Salaried,836022,10500,Personal,60,4.4,7.3,2,Owned,0,Tier-3,Post-Graduate,Single,114,76.96,APPROVED,49.17,1.2
40,639853,442,Salaried,5997404,16470,Home,300,7.0,14.8,4,Rented,0,Tier-2,Graduate,Married,174,33.86,REJECTED,137.09,9.37
70,485740,514,Salaried,1502907,7637,Education,84,2.3,7.5,3,Family-Owned,0,Tier-2,Professional,Married,237,35.0,REJECTED,81.47,3.09
40,805147,728,Salaried,1231907,17953,Medical,36,7.3,7.6,2,Owned,0,Metro,Post-Graduate,Married,59,65.72,MANUAL_REVIEW,86.43,1.53
46,778598,648,Self-Employed,2133084,9153,Personal,48,1.2,1.2,3,Rented,0,Tier-1,High-School,Single,193,35.44,REJECTED,98.28,2.74
44,1296662,555,Salaried,4575715,32689,Education,120,2.7,2.7,3,Company-Provided,2,Tier-3,Graduate,Single,10,33.64,REJECTED,87.39,3.53
41,526488,647,Freelancer,855760,6883,Personal,24,1.6,1.6,2,Owned,1,Tier-2,Post-Graduate,Married,135,35.42,REJECTED,106.14,1.63
31,495675,640,Salaried,3934464,6242,Home,180,1.6,4.4,3,Rented,0,Tier-3,High-School,Married,44,31.68,REJECTED,120.4,7.94
42,2831073,735,Salaried,2848810,25310,Personal,60,7.0,14.6,2,Owned,0,Tier-1,Graduate,Married,144,78.82,APPROVED,36.68,1.01
27,648718,565,Self-Employed,1215982,7381,Personal,24,1.9,1.9,1,Family-Owned,0,Metro,Graduate,Married,48,31.58,REJECTED,117.97,1.87
32,621444,555,Salaried,1188752,8791,Medical,48,0.3,0.3,1,Rented,3,Tier-1,Graduate,Married,29,31.16,REJECTED,75.75,1.91
30,1355032,831,Salaried,1999468,0,Personal,36,1.6,6.4,0,Rented,2,Tier-1,Post-Graduate,Single,228,67.18,MANUAL_REVIEW,57.55,1.48
35,546547,750,Salaried,732328,0,Education,120,2.9,2.9,0,Owned,2,Tier-1,Post-Graduate,Single,150,86.48,APPROVED,21.7,1.34
58,2306890,826,Self-Employed,10000000,32045,Business,180,0.7,26.7,2,Company-Provided,3,Tier-1,Professional,Married,218,51.6,MANUAL_REVIEW,74.17,4.33
21,823160,743,Self-Employed,903121,13602,Medical,12,0.0,0.0,1,Rented,0,Metro,High-School,Married,42,53.5,MANUAL_REVIEW,135.88,1.1
41,3478242,734,Government,5903742,33717,Personal,60,2.0,6.2,2,Family-Owned,0,Tier-3,High-School,Married,11,65.24,MANUAL_REVIEW,55.41,1.7
21,800700,616,Self-Employed,5666714,25392,Home,300,0.0,0.0,3,Rented,1,Tier-3,Graduate,Married,21,27.5,REJECTED,118.24,7.08
30,843785,601,Salaried,1240553,9545,Medical,60,7.8,7.8,1,Family-Owned,1,Metro,Post-Graduate,Married,165,52.36,MANUAL_REVIEW,51.5,1.47
45,926088,682,Salaried,5613254,0,Home,180,3.9,18.1,0,Owned,2,Tier-2,Graduate,Married,237,48.4,MANUAL_REVIEW,80.4,6.06
35,1071608,706,Self-Employed,7022080,27735,Home,180,6.3,6.3,1,Owned,4,Tier-1,Graduate,Single,203,53.46,MANUAL_REVIEW,117.98,6.55
24,313887,764,Salaried,1249620,0,Education,84,2.2,2.2,0,Owned,1,Metro,Graduate,Single,219,64.34,MANUAL_REVIEW,80.55,3.98
27,908982,583,Self-Employed,3526863,19734,Education,84,3.2,3.2,1,Owned,0,Tier-3,Graduate,Single,208,34.54,REJECTED,104.56,3.88
41,371923,469,Salaried,2217931,8239,Business,60,1.3,16.3,1,Rented,3,Metro,Graduate,Married,106,23.4,REJECTED,180.4,5.96
27,1495476,519,Government,2470739,16407,Education,60,4.6,4.6,2,Rented,1,Tier-2,Graduate,Married,205,49.62,MANUAL_REVIEW,55.78,1.65
37,300000,533,Salaried,1655916,4324,Home,360,2.9,15.6,1,Owned,3,Tier-1,Post-Graduate,Single,108,32.4,REJECTED,77.89,5.52
35,328534,492,Government,904942,0,Personal,60,1.5,1.5,0,Rented,0,Tier-3,Post-Graduate,Married,205,32.5,REJECTED,71.05,2.75
28,1402964,761,Self-Employed,2510587,0,Personal,36,2.4,2.4,0,Owned,1,Tier-2,Graduate,Single,215,63.98,MANUAL_REVIEW,69.8,1.79
56,709277,755,Salaried,5153379,19739,Business,180,1.9,6.7,2,Family-Owned,0,Tier-3,Post-Graduate,Married,128,50.84,MANUAL_REVIEW,129.77,7.27
41,338720,612,Salaried,869577,6749,Education,60,5.5,12.6,1,Rented,1,Tier-1,Graduate,Single,64,50.02,MANUAL_REVIEW,90.13,2.57
21,1313431,813,Government,10000000,25953,Home,360,0.0,0.0,1,Company-Provided,2,Metro,Post-Graduate,Single,220,55.5,MANUAL_REVIEW,107.29,7.61
36,1327359,591,Salaried,1293240,29176,Personal,48,3.1,3.1,1,Owned,1,Metro,Graduate,Single,69,43.72,MANUAL_REVIEW,56.31,0.97
28,1014136,840,Self-Employed,6124515,19449,Home,180,1.9,3.0,2,Owned,0,Tier-3,Graduate,Married,204,55.0,MANUAL_REVIEW,103.12,6.04
43,1047031,692,Salaried,8273464,29826,Home,300,5.1,13.2,4,Owned,0,Tier-1,Graduate,Married,42,49.74,MANUAL_REVIEW,123.71,7.9
27,5789237,850,Salaried,10000000,156604,Business,180,4.0,4.0,1,Owned,2,Tier-1,Graduate,Single,235,71.2,APPROVED,55.37,1.73
33,625264,627,Self-Employed,1817625,10165,Education,60,1.2,1.2,2,Family-Owned,0,Tier-1,Graduate,Single,115,41.34,MANUAL_REVIEW,94.49,2.91
40,2472278,678,Salaried,3124589,0,Personal,24,7.3,17.5,0,Owned,3,Metro,High-School,Divorced,222,57.4,MANUAL_REVIEW,70.33,1.26
43,943490,826,Self-Employed,2604190,27017,Personal,60,0.7,0.7,2,Owned,1,Tier-3,Post-Graduate,Married,162,56.94,MANUAL_REVIEW,105.55,2.76
22,425887,542,Government,1196519,9070,Education,84,1.0,1.0,1,Owned,1,Tier-1,Professional,Married,184,38.0,REJECTED,82.4,2.81
31,1607972,681,Salaried,6039747,38634,Home,360,1.0,3.2,1,Company-Provided,2,Tier-2,Post-Graduate,Married,239,50.34,MANUAL_REVIEW,70.06,3.76
30,1373275,768,Self-Employed,8578749,0,Home,180,2.8,2.8,0,Family-Owned,2,Tier-1,Graduate,Married,128,57.06,MANUAL_REVIEW,82.86,6.25
28,300000,564,Salaried,2367781,8996,Home,180,1.7,3.1,3,Owned,5,Metro,Post-Graduate,Married,193,25.42,REJECTED,140.68,7.89
52,714301,706,Salaried,1099507,0,Vehicle,36,3.5,21.5,0,Rented,0,Metro,Professional,Married,84,66.8,MANUAL_REVIEW,60.04,1.54
39,848050,568,Salaried,5785098,17158,Business,84,2.9,2.9,3,Rented,3,Tier-1,Graduate,Married,172,21.48,REJECTED,162.3,6.82
22,908726,735,Salaried,1626399,0,Personal,36,0.3,0.3,0,Owned,2,Metro,Graduate,Married,173,53.66,MANUAL_REVIEW,69.81,1.79
44,300000,748,Government,2125250,0,Home,240,6.4,22.1,0,Rented,3,Tier-1,Graduate,Married,131,60.3,MANUAL_REVIEW,84.87,7.08
56,2037609,635,Self-Employed,9124806,55504,Home,240,7.8,30.7,1,Owned,2,Metro,High-School,Married,69,45.9,MANUAL_REVIEW,86.34,4.48
45,873948,635,Salaried,4318704,21005,Business,120,5.1,5.1,3,Rented,3,Tier-2,Graduate,Married,112,36.32,REJECTED,108.86,4.94
21,328059,720,Salaried,299189,6233,Medical,24,0.0,0.0,1,Owned,3,Metro,High-School,Single,200,56.3,MANUAL_REVIEW,73.55,0.91
30,1538206,660,Self-Employed,7039307,0,Home,180,1.8,1.8,0,Rented,0,Tier-3,Post-Graduate,Married,112,45.56,MANUAL_REVIEW,60.7,4.58
47,906132,576,Salaried,898759,25425,Medical,12,3.7,14.3,3,Owned,3,Metro,Post-Graduate,Single,196,44.16,MANUAL_REVIEW,138.59,0.99
27,2085110,770,Salaried,2760180,22857,Education,60,2.2,2.2,1,Rented,2,Tier-3,Graduate,Married,58,78.34,APPROVED,47.3,1.32
39,1600713,705,Self-Employed,6632022,0,Home,360,1.9,6.5,0,Rented,4,Tier-2,Graduate,Married,116,61.9,MANUAL_REVIEW,45.48,4.14
42,969971,669,Self-Employed,5791235,22177,Home,240,8.2,13.3,1,Rented,0,Tier-1,Graduate,Divorced,176,48.36,MANUAL_REVIEW,98.97,5.97
25,484517,702,Salaried,1423543,4599,Business,180,1.0,1.0,2,Rented,4,Metro,Post-Graduate,Married,56,54.7,MANUAL_REVIEW,50.36,2.94
34,1321353,729,Government,1559339,16170,Personal,36,5.3,5.3,2,Owned,3,Metro,Post-Graduate,Single,192,67.16,MANUAL_REVIEW,60.71,1.18
21,853709,651,Salaried,6259088,19895,Business,84,0.0,0.0,2,Owned,1,Tier-2,High-School,Single,24,31.5,REJECTED,176.3,7.33
24,450455,718,Salaried,2698081,7217,Home,360,2.3,2.3,3,Owned,0,Tier-1,Post-Graduate,Married,148,53.26,MANUAL_REVIEW,84.97,5.99
32,1167418,695,Salaried,2040458,17388,Personal,24,4.2,4.2,2,Family-Owned,2,Tier-1,Post-Graduate,Married,168,53.74,MANUAL_REVIEW,115.14,1.75
22,743086,685,Self-Employed,3621912,23949,Home,360,0.2,0.2,1,Rented,2,Metro,High-School,Single,207,42.34,MANUAL_REVIEW,92.18,4.87
51,1064286,701,Self-Employed,7010590,0,Home,360,5.4,19.8,0,Owned,2,Tier-1,Post-Graduate,Single,83,55.9,MANUAL_REVIEW,72.31,6.59
21,2005296,705,Self-Employed,10000000,35054,Home,240,0.0,0.0,2,Rented,3,Tier-2,Graduate,Single,226,50.9,MANUAL_REVIEW,80.72,4.99
30,742554,657,Salaried,3301004,16671,Business,60,4.0,7.7,4,Rented,2,Metro,Graduate,Single,202,44.34,MANUAL_REVIEW,141.6,4.45
36,651750,725,Self-Employed,1125570,14136,Personal,60,5.1,8.5,1,Owned,1,Tier-3,Graduate,Divorced,152,60.3,MANUAL_REVIEW,70.57,1.73
49,456067,671,Salaried,3604291,4507,Home,360,6.0,14.5,1,Family-Owned,3,Tier-3,Graduate,Single,115,48.1,MANUAL_REVIEW,98.61,7.9
21,944531,494,Salaried,3645299,23792,Education,120,0.0,0.0,2,Family-Owned,1,Tier-1,Graduate,Married,69,29.0,REJECTED,92.72,3.86
46,2024487,536,Government,10000000,42829,Business,120,2.6,4.4,1,Owned,1,Tier-2,Professional,Married,228,30.98,REJECTED,105.37,4.94
35,1427582,616,Salaried,5468127,25509,Home,360,2.2,11.9,3,Rented,2,Tier-2,Graduate,Single,225,45.88,MANUAL_REVIEW,63.49,3.83
25,766368,539,Self-Employed,1159692,7651,Medical,24,0.3,0.3,1,Rented,3,Metro,Post-Graduate,Single,81,30.56,REJECTED,96.19,1.51
39,850167,807,Salaried,518488,13312,Medical,60,6.7,10.9,1,Owned,5,Tier-1,Graduate,Divorced,111,87.28,APPROVED,34.52,0.61
36,1349229,720,Salaried,3008096,0,Personal,48,3.6,8.8,0,Family-Owned,0,Metro,Post-Graduate,Married,196,61.36,MANUAL_REVIEW,68.5,2.23
28,508473,618,Freelancer,953459,15475,Personal,24,2.2,2.2,3,Family-Owned,0,Tier-1,High-School,Divorced,171,36.54,REJECTED,140.88,1.88
35,405527,795,Government,783209,0,Personal,24,0.5,0.5,0,Owned,1,Tier-3,High-School,Single,133,61.1,MANUAL_REVIEW,107.48,1.93
31,2512822,791,Self-Employed,10000000,31852,Home,360,7.2,7.2,4,Rented,4,Tier-2,Professional,Married,58,72.34,APPROVED,58.89,3.98
36,302758,629,Salaried,992875,0,Education,120,0.4,0.4,0,Rented,2,Metro,Graduate,Single,188,38.58,REJECTED,53.1,3.28
41,1681528,543,Government,10000000,0,Home,240,3.6,3.6,0,Owned,0,Tier-2,Professional,Married,105,37.82,REJECTED,71.25,5.95
50,484476,654,Self-Employed,320854,6693,Medical,12,0.7,15.8,1,Owned,2,Tier-3,Graduate,Married,195,50.1,MANUAL_REVIEW,86.63,0.66
22,3562985,705,Government,10000000,47978,Business,84,0.9,0.9,2,Family-Owned,2,Metro,Post-Graduate,Married,24,53.18,MANUAL_REVIEW,72.94,2.81
56,300000,710,Salaried,2642613,9181,Home,180,2.3,2.3,1,Family-Owned,0,Tier-2,Post-Graduate,Single,99,51.06,MANUAL_REVIEW,153.57,8.81
21,1456213,749,Salaried,1519066,37618,Personal,12,0.0,0.0,1,Rented,0,Tier-3,Professional,Single,141,53.3,MANUAL_REVIEW,141.34,1.04
33,933475,728,Government,1964265,28358,Education,84,3.9,3.9,1,Owned,0,Tier-3,High-School,Single,164,67.38,MANUAL_REVIEW,79.03,2.1
40,835941,850,Government,5356991,26062,Business,84,3.4,12.7,4,Company-Provided,2,Tier-2,High-School,Single,102,59.44,MANUAL_REVIEW,167.07,6.41
37,1475258,764,Government,3807196,46518,Education,120,3.3,15.2,4,Company-Provided,2,Tier-3,Graduate,Married,7,76.1,APPROVED,79.63,2.58
28,1368355,713,Government,3228320,28018,Personal,12,1.9,1.9,1,Family-Owned,2,Metro,High-School,Married,14,56.28,MANUAL_REVIEW,274.13,2.36
32,672928,662,Self-Employed,4384940,13619,Home,180,1.7,10.5,2,Rented,2,Metro,Post-Graduate,Married,235,40.9,REJECTED,110.72,6.52
30,633534,773,Salaried,1871628,18408,Personal,12,6.1,7.8,2,Rented,2,Metro,Professional,Married,108,68.06,MANUAL_REVIEW,347.36,2.95
29,1163244,719,Salaried,10000000,19346,Home,240,4.9,4.9,2,Family-Owned,2,Metro,Post-Graduate,Married,135,55.08,MANUAL_REVIEW,122.95,8.6
43,415321,622,Salaried,2063321,0,Home,300,5.4,16.7,0,Owned,4,Metro,Graduate,Married,159,50.2,MANUAL_REVIEW,56.29,4.97
38,661176,663,Self-Employed,1130847,5876,Personal,48,2.9,14.7,1,Owned,2,Tier-3,Post-Graduate,Single,103,50.74,MANUAL_REVIEW,63.21,1.71
28,3725479,776,Self-Employed,6727569,61925,Personal,24,5.6,5.6,2,Family-Owned,1,Tier-3,Post-Graduate,Married,228,67.72,MANUAL_REVIEW,120.44,1.81
43,647197,627,Salaried,603419,0,Vehicle,60,6.5,7.2,0,Owned,5,Tier-1,High-School,Married,219,67.44,MANUAL_REVIEW,24.05,0.93
38,1869152,656,Self-Employed,3268319,49050,Personal,48,9.6,13.8,1,Company-Provided,0,Tier-3,Graduate,Single,146,53.76,MANUAL_REVIEW,85.21,1.75
43,813942,711,Salaried,2056978,0,Personal,36,0.5,6.9,0,Rented,1,Tier-1,Post-Graduate,Divorced,189,52.38,MANUAL_REVIEW,98.57,2.53
41,1187960,717,Salaried,2121286,13570,Medical,12,4.4,17.3,3,Rented,4,Metro,Graduate,Single,186,65.0,MANUAL_REVIEW,202.59,1.79
26,1701241,730,Salaried,10000000,47554,Business,180,1.3,1.3,3,Family-Owned,4,Tier-2,Post-Graduate,Married,215,44.66,MANUAL_REVIEW,111.51,5.88
29,1550883,783,Salaried,1443211,0,Personal,36,3.6,4.6,0,Owned,2,Tier-1,High-School,Married,160,83.72,APPROVED,36.3,0.93
42,547869,662,Salaried,1400623,15734,Personal,48,4.3,14.6,2,Rented,0,Metro,Post-Graduate,Married,129,52.92,MANUAL_REVIEW,113.01,2.56
41,2886780,737,Salaried,3763433,31339,Medical,60,3.5,8.5,1,Rented,1,Tier-3,Graduate,Single,205,72.1,APPROVED,46.65,1.3
34,601893,716,Freelancer,802283,6487,Personal,48,3.8,10.2,2,Rented,4,Tier-2,Post-Graduate,Married,43,58.44,MANUAL_REVIEW,53.89,1.33
36,1380517,604,Self-Employed,6720924,18365,Business,84,1.6,13.9,1,Owned,3,Tier-2,Graduate,Married,176,29.78,REJECTED,114.47,4.87
47,1064779,573,Salaried,9486992,18360,Home,360,4.2,4.8,1,Family-Owned,3,Tier-3,Graduate,Married,50,30.86,REJECTED,118.49,8.91
29,522376,660,Salaried,2366263,11310,Business,84,0.3,0.3,3,Owned,1,Tier-3,Graduate,Married,47,35.06,REJECTED,117.63,4.53
40,731190,645,Salaried,7263076,14968,Home,360,1.3,11.9,1,Rented,3,Tier-1,Graduate,Married,50,33.98,REJECTED,133.6,9.93
32,1070449,633,Government,7832242,0,Home,360,6.6,6.6,0,Owned,2,Metro,Post-Graduate,Married,6,44.52,MANUAL_REVIEW,80.32,7.32
32,812159,655,Salaried,3915629,0,Business,180,2.5,3.8,0,Company-Provided,3,Metro,Graduate,Married,190,41.46,MANUAL_REVIEW,63.95,4.82
45,5086141,799,Salaried,7727209,150867,Personal,48,3.4,18.9,3,Owned,2,Tier-1,Post-Graduate,Single,40,71.3,APPROVED,82.27,1.52
43,839332,710,Government,1033169,0,Education,60,14.8,18.2,0,Family-Owned,1,Tier-3,Graduate,Single,189,86.1,APPROVED,31.75,1.23
43,2582271,658,Self-Employed,7513208,30700,Education,60,6.9,7.3,2,Owned,2,Tier-3,Graduate,Married,147,56.06,MANUAL_REVIEW,89.31,2.91
48,1084053,609,Salaried,7634409,27938,Home,240,5.9,18.4,1,Owned,1,Metro,Post-Graduate,Married,12,42.2,MANUAL_REVIEW,115.3,7.04
35,1072041,537,Salaried,7094446,0,Home,300,5.0,9.0,0,Rented,0,Tier-3,Graduate,Married,199,33.4,REJECTED,74.98,6.62
41,625006,542,Government,1690999,13784,Education,60,6.2,6.9,2,Family-Owned,3,Metro,Graduate,Married,76,46.58,MANUAL_REVIEW,96.25,2.71
31,506032,613,Salaried,4506041,13538,Home,180,5.6,9.7,3,Rented,3,Tier-2,Graduate,Married,12,38.44,REJECTED,150.22,8.9
38,687992,611,Self-Employed,1436001,0,Education,120,4.8,5.9,0,Family-Owned,2,Metro,Post-Graduate,Single,10,59.18,MANUAL_REVIEW,33.8,2.09
33,300000,640,Salaried,1541649,0,Business,84,6.7,7.4,0,Owned,1,Metro,High-School,Married,184,35.68,REJECTED,103.97,5.14
35,364326,544,Freelancer,2827036,6150,Home,360,5.3,5.3,2,Company-Provided,0,Tier-1,Graduate,Married,69,25.56,REJECTED,105.43,7.76
40,300000,594,Freelancer,1340619,6035,Home,360,0.2,0.2,1,Owned,0,Tier-2,Graduate,Married,56,25.74,REJECTED,73.19,4.47
26,1202171,568,Salaried,2277810,10877,Medical,48,0.5,0.5,2,Rented,2,Tier-1,Graduate,Married,180,32.2,REJECTED,69.07,1.89
55,1416567,572,Salaried,8669238,15916,Business,60,6.7,7.9,1,Owned,1,Tier-3,High-School,Single,45,26.88,REJECTED,171.33,6.12
24,1324377,711,Self-Employed,4467213,23452,Home,180,2.4,2.4,1,Family-Owned,3,Tier-3,Graduate,Married,77,58.08,MANUAL_REVIEW,65.99,3.37
22,839117,723,Freelancer,7598831,0,Home,300,0.4,0.4,0,Family-Owned,2,Metro,Post-Graduate,Married,220,43.68,MANUAL_REVIEW,102.6,9.06
46,1007844,555,Salaried,2875104,20524,Personal,48,7.0,14.7,1,Rented,2,Tier-2,Post-Graduate,Single,164,39.44,REJECTED,112.08,2.85
42,3031908,685,Self-Employed,10000000,0,Education,60,1.9,19.8,0,Rented,3,Metro,Post-Graduate,Married,88,48.7,MANUAL_REVIEW,85.07,3.3
41,867645,713,Self-Employed,3893712,9090,Business,180,2.9,2.9,2,Family-Owned,0,Tier-1,High-School,Divorced,63,45.38,MANUAL_REVIEW,72.1,4.49
41,1213097,806,Salaried,4833288,35128,Education,60,1.4,17.2,1,Family-Owned,3,Tier-3,Graduate,Single,225,64.2,MANUAL_REVIEW,137.51,3.98
34,1290387,648,Salaried,1248788,41272,Vehicle,60,0.8,4.9,2,Rented,3,Tier-1,Graduate,Single,30,42.58,MANUAL_REVIEW,63.34,0.97
26,495706,541,Self-Employed,1004732,11521,Personal,36,1.7,1.7,3,Company-Provided,2,Tier-3,Post-Graduate,Married,166,28.04,REJECTED,106.94,2.03
35,5330638,850,Salaried,10000000,51538,Home,180,7.3,8.8,3,Rented,0,Tier-1,Post-Graduate,Married,43,90.96,APPROVED,36.49,1.88
28,666932,540,Government,1620762,17876,Education,120,3.7,6.3,1,Rented,0,Tier-1,Graduate,Married,36,44.86,MANUAL_REVIEW,71.51,2.43
44,976966,670,Salaried,2781999,13445,Personal,12,6.5,8.0,1,Rented,0,Tier-3,Graduate,Married,12,52.2,MANUAL_REVIEW,317.73,2.85
33,2709138,835,Government,10000000,72265,Home,300,6.9,9.1,1,Rented,1,Tier-1,Post-Graduate,Single,191,76.92,APPROVED,73.83,3.69
26,1326113,532,Salaried,10000000,25450,Home,180,0.1,0.1,2,Rented,2,Tier-2,Post-Graduate,Single,163,23.12,REJECTED,123.06,7.54
31,632093,639,Self-Employed,3461958,6111,Home,180,6.2,6.2,2,Rented,0,Tier-2,Graduate,Married,23,38.44,REJECTED,84.25,5.48
39,781709,647,Government,2237225,0,Personal,36,11.2,11.4,0,Rented,0,Metro,High-School,Widowed,17,49.28,MANUAL_REVIEW,111.63,2.86
29,415333,818,Salaried,694996,6355,Personal,60,1.5,4.4,4,Company-Provided,1,Tier-1,Graduate,Married,62,62.38,MANUAL_REVIEW,61.52,1.67
26,713027,707,Salaried,2338595,0,Home,360,1.4,4.7,0,Rented,2,Metro,Post-Graduate,Married,61,71.54,APPROVED,36.0,3.28
37,1154001,756,Salaried,2584249,21936,Personal,48,7.4,15.0,1,Rented,1,Tier-2,Graduate,Married,137,69.3,MANUAL_REVIEW,91.61,2.24
37,1104336,754,Salaried,1834920,29529,Personal,24,1.1,5.5,1,Owned,1,Tier-1,Post-Graduate,Divorced,30,64.2,MANUAL_REVIEW,124.55,1.66
29,1639104,778,Salaried,1336221,19112,Medical,48,2.1,3.7,1,Rented,0,Metro,Graduate,Widowed,158,83.14,APPROVED,39.04,0.82
30,961491,653,Salaried,6881347,14911,Business,120,3.8,7.1,1,Owned,0,Tier-2,Professional,Married,195,41.22,MANUAL_REVIEW,134.5,7.16
